cidade,long,lat,alt,uf
CONDOMÍNIO BELVEDERE,-50.11590358,-21.36387142,391.008194,SÃO PAULO
RECANTO DO SOL NASCENTE,-50.15804643,-21.280022,381.74132,SÃO PAULO
PARK MIRANTE DO BONITO,-50.15164876,-21.2621465,372.927263,SÃO PAULO
ÁGUAS DA PONTE VELHA,-50.25046773,-21.12119901,339.880001,SÃO PAULO
RESIDENCIAL COSTA AZUL,-50.3739328,-21.0690985,356.076169,SÃO PAULO
CONDOMÍNIO SANTA FÉ I,-50.37032061,-21.0659195,349.358311,SÃO PAULO
CONDOMÍNIO SANTA FÉ,-50.3693767,-21.061216,337.182589,SÃO PAULO
CLUBE NÁUTICO PONTA DO VELEIRO,-50.36802625,-21.057783,335.105073,SÃO PAULO
ILHA DO SOL,-50.30879968,-21.06192454,352.343857,SÃO PAULO
MIRANTE DO TIETÊ,-50.21409858,-21.11327446,348.750503,SÃO PAULO
RIVIERA DE SANTA BARBARA II,-50.12412864,-21.10814516,363.180194,SÃO PAULO
MARINA BONITA,-50.10860613,-21.12438514,373.972964,SÃO PAULO
PRAINHA,-50.19974085,-21.09621229,368.92348,SÃO PAULO
PORTAL DA PRAIA,-50.17760252,-21.09641722,369.073732,SÃO PAULO
RESIDENCIAL PRAIA BELLA,-50.16826364,-21.1021138,366.736211,SÃO PAULO
LAGO AZUL,-50.16451598,-21.10408899,366.240256,SÃO PAULO
CONDOMÍNIO LAGO AZUL,-50.16229389,-21.10662219,362.273515,SÃO PAULO
TANUS ANTONIO,-50.15741386,-21.10429525,364.78314,SÃO PAULO
RIVIERA DE SANTA BARBARA,-50.1243089,-21.10425418,374.815969,SÃO PAULO
RECANTO LAGO AZUL,-50.12188872,-21.09924505,375.896643,SÃO PAULO
RESIDENCIAL SAN DIEGO,-50.11727607,-21.05633332,385.623534,SÃO PAULO
JARDIM ITAPARICA,-50.10331927,-21.04900519,380.547494,SÃO PAULO
CAMPO DE AEROMODELISMO,-50.03576561,-21.4120778,410.124336,SÃO PAULO
ZONA DO MERETRÍCIO,-50.04049173,-21.40867571,402.37526,SÃO PAULO
AFUBESP,-49.95568772,-21.24099621,369.365181,SÃO PAULO
POUSADA DA GARÇA,-49.92199438,-21.25084435,368.563678,SÃO PAULO
CLUBE DE PESCA,-49.93759256,-21.23865312,360.878493,SÃO PAULO
NOVA IORQUE,-49.932323,-21.21708143,369.032908,SÃO PAULO
MACHADO,-49.78872112,-21.13206469,416.867017,SÃO PAULO
SANTA LUZIA,-49.82489404,-21.08938049,423.274833,SÃO PAULO
CEMITÉRIO,-50.34707982,-20.91306717,402.490721,SÃO PAULO
PARQUE INDUSTRIAL E COMERCIAL DE GASTÃO VIDIGAL,-50.19683165,-20.7851545,449.298587,SÃO PAULO
SÍTIO BARBOSA,-50.03292706,-20.6877218,503.161324,SÃO PAULO
BAIRRO DA ROSEIRA II,-49.85561406,-20.46429655,548.037053,SÃO PAULO
BAIRRO DA ROSEIRA I,-49.85093449,-20.46812549,540.172677,SÃO PAULO
RECANTO VISTA ALEGRE,-49.58148772,-21.41678163,399.407599,SÃO PAULO
PRAIAS RICHILIEU,-49.56049841,-21.37759408,384.491479,SÃO PAULO
PRAIA DO TORRES,-49.53020499,-21.40904789,390.793619,SÃO PAULO
JARDIM AREIRA,-49.52857115,-21.40920984,393.235793,SÃO PAULO
JARDIM BAIA BELA,-49.52959753,-21.40731377,393.035956,SÃO PAULO
RESIDENCIAL ECO PARK,-49.52261168,-21.40487383,394.91997,SÃO PAULO
RIVIERA NÁUTICA,-49.51197757,-21.38963381,403.847357,SÃO PAULO
CHÁCARA LOPES,-49.51452333,-21.37364939,416.555641,SÃO PAULO
JARDIM ITÁLIA,-49.48065119,-21.3640666,401.214526,SÃO PAULO
JARDIM BEIRA RIO,-49.48003328,-21.36196656,404.76505,SÃO PAULO
CONDOMÍNIO LAGO AZUL,-49.47840836,-21.34764104,390.48878,SÃO PAULO
ESTÂNCIA ESPLANADA,-49.4714124,-21.37287654,421.19116,SÃO PAULO
PRAINHA,-49.64485686,-21.25471984,432.041103,SÃO PAULO
CONDOMÍNIO SOBRADINHO,-49.63919718,-21.25445709,412.184525,SÃO PAULO
RESIDENCIAL MORUMBI,-49.52576669,-21.24735145,394.492298,SÃO PAULO
RECREATIVO BARRA MANSA,-49.52293666,-21.2348537,403.053331,SÃO PAULO
VILA VENTURA,-49.26045257,-20.995394,472,SÃO PAULO
DISTRITO INDUSTRIAL II,-49.19774283,-20.98050544,571.799772,SÃO PAULO
JAPURA,-49.12309635,-20.99715022,478.856235,SÃO PAULO
ECATU,-49.72400038,-20.54240595,543.665535,SÃO PAULO
RINCÃO,-49.65702118,-20.52517032,537.983289,SÃO PAULO
BAIRRO NOVA MACAÚBAS,-49.46894636,-20.57199073,493.471844,SÃO PAULO
SAN FERNANDO VALLEY,-49.42802251,-20.882799,565.234878,SÃO PAULO
PARQUE DOS PÁSSAROS,-49.41866339,-20.8787145,541.516549,SÃO PAULO
VILA TONINHO,-49.34009457,-20.843173,496.358039,SÃO PAULO
RESIDENCIAL BUONA VITA,-49.32742922,-20.861052,501.733696,SÃO PAULO
RECANTO DO LAGO,-49.33625404,-20.832013,502.6834,SÃO PAULO
AUFERVILLE E RESIDENCIAL ALTA VISTA,-49.33760017,-20.7519025,514.632317,SÃO PAULO
ESTÂNCIA SÃO PAULO,-49.27086377,-20.79319451,580.525152,SÃO PAULO
RIO TURVO,-49.27354895,-20.78786844,568.478355,SÃO PAULO
PORTAL DO SOL,-49.25252673,-20.78201532,578.678589,SÃO PAULO
SÃO CARLOS,-49.1410566,-20.75631332,517.731785,SÃO PAULO
POUSADA DAS GARÇAS,-49.26811116,-20.42420807,458.460064,SÃO PAULO
VALE DO FORMOSO,-50.241054,-20.02227274,468.189859,SÃO PAULO
CONDOMÍNIO BEIRA RIO,-50.30174717,-19.88892947,410.982814,SÃO PAULO
CONDOMÍNIO PÁDUA DINIZ,-50.18657878,-19.97307535,395.4137,SÃO PAULO
BELA VISTA,-50.18704299,-19.9647145,389.060721,SÃO PAULO
PARQUE PARAÍSO,-50.18271252,-19.94717982,399.520475,SÃO PAULO
RECANTO DOS EUCALIPTOS,-50.18260628,-19.93021341,392.703592,SÃO PAULO
MORADA DO SOL,-50.1735908,-19.92767889,400.764722,SÃO PAULO
VALE VERDE,-50.17873478,-19.91979434,390.570477,SÃO PAULO
CONDOMÍNIO DAS PALMEIRAS,-50.13922861,-19.942955,387.248377,SÃO PAULO
VILA ALVES,-49.96773971,-20.1713578,481.786622,SÃO PAULO
AGROVILA DO CONDOMÍNIO AGRÍCOLA ADIB SAID AIDAR,-49.1187469,-20.29858999,443.22555,SÃO PAULO
VILA AÇAÍ,-48.98469332,-21.38821409,492.136327,SÃO PAULO
MONJOLINHO,-48.84225417,-21.480517,536.08881,SÃO PAULO
CAPUTIRA,-49.05990579,-21.15332928,556.990503,SÃO PAULO
BRANCO PERES,-48.76268294,-21.53565338,506.619971,SÃO PAULO
VILA CAJADO,-48.77052819,-21.5195955,493.584571,SÃO PAULO
VILA NEGRI,-48.64175371,-21.395686,539.231841,SÃO PAULO
SERRINHA,-48.96540242,-20.907394,540.179946,SÃO PAULO
IATE CLUBE PEDREGAL,-48.91412433,-20.46281257,460.050514,SÃO PAULO
RIVIERA DE TOSCANA,-48.90153921,-20.46341238,461.337886,SÃO PAULO
RANCHOS RIVIERA I,-48.90829041,-20.45773255,454.925674,SÃO PAULO
RANCHOS RIVIERA II,-48.90516803,-20.45848758,458.72018,SÃO PAULO
ÁREA RECORD / TELESP / TUPI,-48.62529356,-20.70240693,626.427936,SÃO PAULO
ÁREA DA CUTRALE,-48.54541349,-20.67754621,589.847568,SÃO PAULO
ÁREA DA COMPANHIA ENERGÉTICA SÃO JOSÉ,-48.53663664,-20.66090699,571.700224,SÃO PAULO
FAZENDA IPÊ,-48.16266136,-21.22101215,502.203613,SÃO PAULO
POSTO SÃO JOÃO,-48.3115279,-20.9692455,591.967436,SÃO PAULO
CHÁCARA VALE DO MOJI,-48.18497448,-21.041917,491.309632,SÃO PAULO
SÍTIO PIQUINI,-48.11842257,-21.2407365,542.342091,SÃO PAULO
SÍTIO SANTA ZULMIRA,-48.1440743,-21.215092,553.122734,SÃO PAULO
VILA BARBACENA WALTER MECHER,-48.11567104,-20.9592805,527.217599,SÃO PAULO
TERCEIRA GLEBA,-48.24173386,-20.81313878,483.604455,SÃO PAULO
BAIRRO SANTO INÁCIO,-48.27835039,-20.630857,496.055847,SÃO PAULO
BAIRRO CAPELINHA,-47.99026215,-20.48911529,578.558649,SÃO PAULO
SÃO JOSÉ DO ALBERTÓPOLIS,-48.50370587,-20.17564149,501.782758,SÃO PAULO
RECANTO DOS TUCUNARÉS,-48.0781976,-20.19702284,507.325177,SÃO PAULO
CONDOMÍNIO BEIRA RIO,-48.05961869,-20.15807891,507.208467,SÃO PAULO
CONDOMÍNIO PORTAL DO RIO GRANDE,-48.03300876,-20.15535561,510.907398,SÃO PAULO
CONDOMÍNIO CIDADE PRAIANA,-48.02953481,-20.15425999,516.277536,SÃO PAULO
SÍTIO RECREIO,-47.94383749,-20.10388072,508.725745,SÃO PAULO
BAIRRO CANINDÉ,-47.83834738,-20.17150354,587.395577,SÃO PAULO
JARDIM CANANÉIA,-47.82046157,-23.790724,643.853279,SÃO PAULO
CHÁCARAS REUNIDAS PILAR,-47.78746641,-23.7767695,686.973333,SÃO PAULO
RECANTO DOS PÁSSAROS,-47.82263489,-23.55241629,638.25326,SÃO PAULO
BAIRRO DOS CORRÊAS,-47.79829437,-23.48906713,542.43743,SÃO PAULO
PORTO DAS PALMEIRAS,-47.77245132,-23.52477303,550.368997,SÃO PAULO
JARDIM DAS FLORES,-47.7726457,-23.52263955,560.855436,SÃO PAULO
BAIRRO DO CERCADINHO,-47.75379284,-23.47523296,595.832063,SÃO PAULO
BAIRRO DA CANGUERA,-47.71416039,-23.49600437,601.463501,SÃO PAULO
IPEROZINHO,-47.69626337,-23.4678099,574.230513,SÃO PAULO
BAIRRO DO IPERÓ,-47.69201254,-23.47981455,623.300981,SÃO PAULO
VILA MORAES - CAMPININHA,-47.4156023,-23.76635958,992.854385,SÃO PAULO
JARDIM NOVO MUNDO,-47.50389808,-23.54379105,604.719969,SÃO PAULO
GREEN VALLEY,-47.48926245,-23.55753956,614.795196,SÃO PAULO
JARDIM TATIANE,-47.4893415,-23.55182885,637.636737,SÃO PAULO
BAIRRO ITARARÉ,-47.26141875,-23.56770632,880.32236,SÃO PAULO
RECANTO DOS PÁSSAROS,-47.3041765,-23.51708818,750.43253,SÃO PAULO
CHÁCARA PORTAL DO ÉDEN,-47.3503898,-23.3998235,613.264402,SÃO PAULO
SÍTIO SÃO JOSÉ,-47.32454571,-23.39673,620.822234,SÃO PAULO
CHÁCARA HARMONIA,-47.31791152,-23.397115,650.219079,SÃO PAULO
PARQUE RESIDENCIAL KURUMIN,-47.30937119,-23.414841,703.17239,SÃO PAULO
BRIQUITUBA,-47.23123947,-23.51423742,798.079794,SÃO PAULO
CHÁCARA BERRO D'ÁGUA,-47.25049528,-23.41427017,796.57595,SÃO PAULO
CONDOMÍNIO PORTA DO SOL,-47.1979465,-23.42833496,771.70887,SÃO PAULO
PESQUEIRO NOVA CACHOEIRINHA,-47.77167902,-23.32228656,527.455071,SÃO PAULO
TERRAS DE SÃO FRANCISCO,-47.76506801,-23.28715257,524.598924,SÃO PAULO
NOVA RHEATA 2,-47.75148254,-23.3183231,558.968229,SÃO PAULO
CAMPO BELO,-47.72747628,-23.31544389,584.587297,SÃO PAULO
NOVA RHEATA,-47.75088533,-23.31317964,591.427577,SÃO PAULO
SÃO JOSÉ DE BOITUVA,-47.73175016,-23.30820224,586.235434,SÃO PAULO
ESTÂNCIA UBAITABA,-47.7466462,-23.26714699,559.104462,SÃO PAULO
BB,-47.71675505,-23.2752752,576.688792,SÃO PAULO
BOITUVILLE,-47.65430781,-23.35240298,577.682211,SÃO PAULO
RAVACHE,-47.60153768,-23.31451514,628.831386,SÃO PAULO
NOSSA SENHORA DE FÁTIMA,-47.66405513,-23.155366,523.415306,SÃO PAULO
MORADA DO SOL,-47.79181611,-23.07573433,558.642255,SÃO PAULO
CAMPO REAL,-47.50974598,-23.35871092,621.422202,SÃO PAULO
RECANTO AVECUIA,-47.48717698,-23.35785706,625.906388,SÃO PAULO
CHÁCARAS ESTÂNCIA ARARUNA,-47.47975155,-23.35483053,605.997249,SÃO PAULO
SANTO AUGUSTO,-47.49318357,-23.33810146,561.366373,SÃO PAULO
SPRING VALLEY,-47.50681234,-23.32255834,575.747597,SÃO PAULO
ALDEIA DOS LARANJAIS,-47.48325373,-23.34228943,586.021912,SÃO PAULO
SÃO FRANCISCO,-47.48027216,-23.33558361,550.289431,SÃO PAULO
SÍTIO MACAQUE,-47.40490942,-23.238658,543.066479,SÃO PAULO
SANTA INÊS,-47.36237718,-23.2817135,577.414624,SÃO PAULO
VILA REAL DE ITU,-47.3878854,-23.2676645,614.714701,SÃO PAULO
SÍTIO SÃO CRISTÓVÃO,-47.38047611,-23.2333985,537.706892,SÃO PAULO
IPIRANGA,-47.37576179,-23.08672691,566.487495,SÃO PAULO
JARDIM MARTINS,-47.34528384,-23.388985,658.96477,SÃO PAULO
CIDADE NOVA,-47.33325074,-23.3818345,653.561165,SÃO PAULO
JARDIM EMICOL,-47.33199381,-23.31581032,644.997694,SÃO PAULO
SÍTIO RINCÃO,-47.30490325,-23.3563535,645.366814,SÃO PAULO
TERRAS DE SANTA CECÍLIA,-47.27624994,-23.342496,650.009469,SÃO PAULO
CHAPADA DE ITU,-47.32744781,-23.308894,644.286307,SÃO PAULO
VILA SWEVIA,-47.31995105,-23.310829,657.956029,SÃO PAULO
RESIDENCIAL SETE QUEDAS E CHÁCARAS SETE QUEDAS,-47.34703745,-23.2184425,545.175968,SÃO PAULO
PARAÍSO,-47.3888845,-23.08320936,565.043829,SÃO PAULO
JARDIM SANTA RITA D´CASSIA,-47.39192635,-22.99115344,555.671235,SÃO PAULO
CHÁCARAS PLANALTO,-47.38501304,-22.980728,534.90374,SÃO PAULO
RECANTO DAS ANDORINHAS,-47.42955121,-22.803516,577.451302,SÃO PAULO
CHÁCARA RECANTO SOLAR,-47.352797,-22.81018712,613.276555,SÃO PAULO
ESTÂNCIA DAS SIRIEMAS,-47.34727931,-22.947593,560.860724,SÃO PAULO
VALE DO SOL,-47.24623457,-23.026706,634.423599,SÃO PAULO
CHÁCARAS PRIMAVERA,-47.27971635,-22.902647,624.974114,SÃO PAULO
CHÁCARAS CRUZEIRO DO SUL,-47.29630473,-22.884042,644.569109,SÃO PAULO
PARQUE DANTE MARMIROLLI,-47.28631275,-22.8858285,588.191126,SÃO PAULO
RECANTO DO GUARAPARI,-47.33063325,-22.82797396,599.259057,SÃO PAULO
VALE DOS LÍRIOS,-47.34277264,-22.80530915,591.739493,SÃO PAULO
PARQUE DOS PINHEIROS,-47.33629509,-22.8007135,594.870865,SÃO PAULO
CHÁCARAS CENTRAL,-47.33014949,-22.81459576,631.491013,SÃO PAULO
BOSQUE DOS EUCALIPTOS,-47.32619491,-22.80084752,603.74338,SÃO PAULO
PARQUE SÃO BENTO,-47.29702476,-22.848883,605.570003,SÃO PAULO
CHÁCARAS REUNIDAS ANHANGUERA,-47.23168451,-22.78778271,629.331818,SÃO PAULO
GABRIEL PIZA,-47.09967008,-23.5667095,924.262212,SÃO PAULO
CAETÉ/RETIRO DA SERRA,-47.06632584,-23.604528,913.755349,SÃO PAULO
BAIRRO DA LAGOA,-47.03625066,-23.59331991,904.087853,SÃO PAULO
BAIRRO DO ROSÁRIO,-47.06174117,-23.571851,1023.582238,SÃO PAULO
SABOÓ/MOMBAÇA,-47.16722683,-23.43391231,758.391845,SÃO PAULO
PINHEIRINHO,-47.07228793,-23.5282575,946.258472,SÃO PAULO
TERRAS DE SANTA ROSA,-46.81607176,-23.97086508,733.117387,SÃO PAULO
CONJUNTO HABITACIONAL ITAGUAÇU / CANTAREIRA,-46.67207598,-23.441427,808.693394,SÃO PAULO
PARQUE SUÍÇA,-46.69366438,-23.40115661,1081.452603,SÃO PAULO
PARQUE SANTA INÊS,-46.67419883,-23.40966295,945.497513,SÃO PAULO
PARQUE DAS ESMERALDAS,-46.68113146,-23.40616034,922.178881,SÃO PAULO
NOVA BAVIERA,-46.67017994,-23.40988824,952.220345,SÃO PAULO
SITIOLÂNDIA,-46.66776101,-23.4052047,931.697098,SÃO PAULO
ALPES DA CANTAREIRA,-46.64428839,-23.40564161,1010.243232,SÃO PAULO
CHAMPS ELYSEES VILLAGE,-46.64084845,-23.391958,932.689034,SÃO PAULO
PARQUE PETRÓPOLIS PAULISTA 1º SEÇÃO,-46.63606115,-23.40001888,1077.654878,SÃO PAULO
JARDIM DA MONTANHA,-46.62509046,-23.40513853,1117.858601,SÃO PAULO
FAZENDA PAINEIRÃO,-47.12249844,-23.36493178,672.867267,SÃO PAULO
FAZENDA SOSSEGO,-47.11812314,-23.28376992,818.48414,SÃO PAULO
BANANAL,-47.08271695,-23.35168803,670.874202,SÃO PAULO
FAZENDA SOBRADINHO (GUAXATUBA),-47.11082124,-23.33015344,705.056288,SÃO PAULO
QUINTAS DAS PAINEIRAS,-47.08412141,-23.29148492,812.837036,SÃO PAULO
PARQUE DA GRAMA,-47.17190516,-23.183894,695.118689,SÃO PAULO
ESTÂNCIA HIDROMINERAL SANTA ELIZA,-47.11510787,-23.18256525,707.556272,SÃO PAULO
CONDOMÍNIO VILLAGE AMBIENTAL HORIZONTE AZUL,-47.13035612,-23.13350407,711.803846,SÃO PAULO
RESIDENCIAL VILA APARECIDA I E II,-47.12369276,-23.11370449,615.285013,SÃO PAULO
RESIDENCIAL MONTES CLAROS,-47.07545689,-23.18836515,753.657755,SÃO PAULO
RESIDENCIAL PHYTUS,-47.06310129,-23.23279297,789.011673,SÃO PAULO
RESIDENCIAL POLLYANA,-47.06681143,-23.19288942,735.996259,SÃO PAULO
RESIDENCIAL INDUIÁ ECOPARK,-47.09990018,-23.15479763,707.644229,SÃO PAULO
PORTAL DAS MANGAS,-47.08540866,-23.14401675,674.199926,SÃO PAULO
JARDIM VITÓRIA,-47.08631873,-23.14134585,666.412482,SÃO PAULO
RESIDENCIAL RIO DAS PEDRAS,-47.07862972,-23.13397978,679.949768,SÃO PAULO
COLINAS DE INHANDJARA,-47.07216347,-23.1328715,684.932016,SÃO PAULO
RESIDENCIAL ABI-ARAM,-47.05158657,-23.13946239,732.216358,SÃO PAULO
CAI,-47.03124006,-23.26419876,864.696025,SÃO PAULO
RESIDENCIAL PARQUE DAS VIDEIRAS,-47.02451874,-23.18367652,737.430194,SÃO PAULO
RESIDENCIAL ROMA,-47.0221564,-23.1798152,725.800352,SÃO PAULO
RESIDENCIAL PAINEIRAS,-47.02683884,-23.16720498,736.998729,SÃO PAULO
CONDOMÍNIO INDUSTRIAL PAINEIRAS,-47.01776407,-23.16683415,687.158613,SÃO PAULO
TRAVIÚ,-46.96307955,-23.1154395,714.826985,SÃO PAULO
HOTEL VALE DAS VINHAS,-46.94321795,-23.1286465,733.435469,SÃO PAULO
CORRUPIRA,-46.93051647,-23.1199605,744.062529,SÃO PAULO
RIO ACIMA,-46.88593874,-23.1133075,752.774308,SÃO PAULO
RESIDENCIAL LOTEAMENTO DA PRATA,-47.06898637,-23.06621711,693.944343,SÃO PAULO
RESIDENCIAL FAZENDA DA GRAMA,-47.05798323,-23.05627165,668.256371,SÃO PAULO
CONDOMÍNIO TERRAS DE SANTA TEREZA,-47.0413847,-23.06606485,674.239573,SÃO PAULO
BARÃO DA BOA VISTA,-47.0344723,-23.07544802,705.808774,SÃO PAULO
SUBDIVISÃO LOTEAMENTOS 21 E 22 QUADRA E - MACUCO,-47.04297676,-23.0048255,702.191617,SÃO PAULO
CHÁCARA ALDEIA I,-46.96829121,-22.994237,720.355743,SÃO PAULO
PARQUE VALINHOS,-46.95561411,-22.9921835,856.693828,SÃO PAULO
SÃO BENTO,-46.9220674,-22.96525355,907.267731,SÃO PAULO
PARQUE PORTUGAL,-46.97339317,-22.9311315,691.35075,SÃO PAULO
CHÁCARAS E PESQUEIROS DE VALINHOS,-46.97476649,-22.910141,653.108245,SÃO PAULO
CHÁCARAS CONTENDAS,-46.9696209,-22.90961068,660.664659,SÃO PAULO
NÚCLEO REPRESA,-46.87228301,-22.81165312,799.781861,SÃO PAULO
NÚCLEO ENTRE MONTES,-46.87698365,-22.786686,670.670378,SÃO PAULO
PARQUE GENIOLI,-46.81729138,-23.34109553,744.379599,SÃO PAULO
CASTANHO,-46.86972444,-23.26431,810.061413,SÃO PAULO
KLABIN,-46.86375615,-23.2641175,774.484343,SÃO PAULO
CRISTAL PARQUE,-46.79111575,-23.26983283,902.445093,SÃO PAULO
CHÁCARA MALTONI,-46.86969363,-23.1274505,772.079151,SÃO PAULO
RECREIO MORE,-46.79145303,-23.1429185,776.999962,SÃO PAULO
CHÁCARA CANAÃ - PARQUE UE - YRAMAIA - RECANTO CAMPO VERDE,-46.76868533,-23.17306908,823.432812,SÃO PAULO
CAMBARAH,-46.75261001,-23.1662455,844.634731,SÃO PAULO
PEDREGULHO,-46.74967375,-23.175174,849.242701,SÃO PAULO
RECANTO DO SOL,-46.75009323,-23.1621045,821.862214,SÃO PAULO
VALE ESMERALDA,-46.73436309,-23.1755465,869.431999,SÃO PAULO
BAIRRO MARACANÃ,-46.72361917,-23.171857,876.507103,SÃO PAULO
BAIRRO PITANGA,-46.77294627,-23.124738,782.135205,SÃO PAULO
SEBASTIÃO,-46.73967559,-23.1351545,828.703941,SÃO PAULO
CAMPO DO REALENGO,-46.72468315,-23.160859,812.450697,SÃO PAULO
PARQUE DAS VIDEIRAS E ESTÂNCIAS SÃO LUIZ,-46.72135167,-23.1355635,777.967879,SÃO PAULO
ESTÂNCIA COMANDANTE BAIRROS - ESTÂNCIAS MARIA LUIZA,-46.72044766,-23.1416045,794.714536,SÃO PAULO
CHÁCARA BELA VISTA,-46.65897985,-23.35256175,810.685374,SÃO PAULO
SAUSALITO,-46.64785161,-23.37589229,900.428237,SÃO PAULO
VILA MACHADO,-46.65971881,-23.34085409,787.090272,SÃO PAULO
VILA PAULA,-46.65395514,-23.33745367,800.527358,SÃO PAULO
CHÁCARA MAIRIFLORES,-46.65600224,-23.32779372,828.059495,SÃO PAULO
BAIA BRANCA,-46.65110562,-23.32978615,797.131359,SÃO PAULO
MIRANTE DO LAGO AZUL,-46.65053645,-23.33737743,777.369548,SÃO PAULO
FAZENDA SÃO VICENTE,-46.63715565,-23.34372073,806.732998,SÃO PAULO
JARDIM SINKI,-46.64051491,-23.3042375,922.447752,SÃO PAULO
PAINEIRA DE MAIRIPORÃ,-46.64357149,-23.26904415,872.959966,SÃO PAULO
PARQUE PETRÓPOLIS PAULISTA,-46.61400045,-23.38077262,982.286949,SÃO PAULO
PARQUE RESIDENCIAL IGAPÓ,-46.61937881,-23.377411,900.127811,SÃO PAULO
PARQUE PETRÓPOLIS,-46.61146963,-23.37134344,899.316556,SÃO PAULO
SÍTIO MORRO DAS PRIMAVERAS,-46.61542438,-23.36900602,848.314899,SÃO PAULO
RESIDENCIAL BELÓPOLIS,-46.61303269,-23.36389218,858.872897,SÃO PAULO
PARQUE CERROS VERDES,-46.6174119,-23.35426504,840.239106,SÃO PAULO
PARQUE VALE DOS PINHEIROS,-46.61420978,-23.35934103,791.985766,SÃO PAULO
PARQUE PETRÓPOLIS PAULISTA 8º SEÇÃO,-46.60505611,-23.37760809,945.249496,SÃO PAULO
JARDIM BOA VISTA,-46.59553533,-23.36733964,830.503585,SÃO PAULO
DAVID SIMONOVITCH,-46.62528072,-23.32617583,786.44448,SÃO PAULO
JARDINS DE MAIRIPORÃ,-46.62819006,-23.32058366,867.911067,SÃO PAULO
RECANTO DO LAGO,-46.61453972,-23.33172696,789.818016,SÃO PAULO
JARDIM SÃO GABRIEL DAS JABOTICABEIRAS 1ª SEÇÃO,-46.61730836,-23.32249758,849.90489,SÃO PAULO
COLINAS DA CANTAREIRA,-46.59707378,-23.34784268,902.415554,SÃO PAULO
PARQUE LAGOA DO BARREIRO,-46.59703119,-23.33822281,779.580781,SÃO PAULO
JARDIM SÃO GONÇALO,-46.60629684,-23.331077,796.362256,SÃO PAULO
JARDIM PRINCE,-46.60836982,-23.32380765,809.668149,SÃO PAULO
JARDIM PRIMAVERA,-46.60275771,-23.31990674,810.359047,SÃO PAULO
RESIDENCIAL SOCIMAR,-46.59640092,-23.31588654,793.53778,SÃO PAULO
PARQUE GERMÂNIA,-46.58773697,-23.36291497,882.617688,SÃO PAULO
VILA RENASCENÇA,-46.57001458,-23.36893848,997.533894,SÃO PAULO
PARQUE RESIDENCIAL SOSSEGO,-46.5691915,-23.36258719,923.879408,SÃO PAULO
PARQUE SUÍÇO DA CANTAREIRA - CHÁCARA DA SERRA,-46.55214998,-23.35695691,991.065746,SÃO PAULO
CHÁCARA BELVERDE,-46.58669637,-23.35070267,1022.791278,SÃO PAULO
PARQUE VOTORANTIM,-46.57330657,-23.34376874,785.556137,SÃO PAULO
CHÁCARA MIRIM,-46.57733875,-23.33467545,760.588435,SÃO PAULO
QUINTA DOS CARVALHOS,-46.58078398,-23.31770218,785.396803,SÃO PAULO
VILA POPULAR,-46.57514637,-23.33058726,797.384448,SÃO PAULO
PORTAL CASA GRANDE,-46.57165941,-23.33142296,797.074913,SÃO PAULO
PARQUE NÁUTICO DA CANTAREIRA - GLEBA 1,-46.57456415,-23.31655019,784.746803,SÃO PAULO
ANÉSIO BARBOSA,-46.56620857,-23.33563401,845.581893,SÃO PAULO
OÁSIS PAULISTA,-46.55388843,-23.34259742,931.12542,SÃO PAULO
MONT BLANC,-46.60698186,-23.2874759,861.340844,SÃO PAULO
CIDADE JARDIM,-46.58553065,-23.31123034,776.881208,SÃO PAULO
SERRA MADRE,-46.58773554,-23.30503407,973.12798,SÃO PAULO
VILA ROSA,-46.58214509,-23.31071945,779.876961,SÃO PAULO
PARQUES DINAMARCA,-46.58447797,-23.29512374,1107.44639,SÃO PAULO
CONJUNTO RESIDENCIAL MAIRIPORÃ - SAPESP,-46.57472943,-23.31256838,788.548378,SÃO PAULO
CANADÁ VILLAGE,-46.57729401,-23.28651437,910.218818,SÃO PAULO
JARDIM HENRIQUE MARTINS,-46.57022012,-23.31100807,797.88281,SÃO PAULO
CHÁCARA DOM BOSCO,-46.5641182,-23.30574323,812.505088,SÃO PAULO
JARDIM AUGUSTO COIMBRA,-46.56376742,-23.29606663,789.489494,SÃO PAULO
JARDIM GRAMADO DE MAIRIPORÃ,-46.55053302,-23.29384981,777.562526,SÃO PAULO
BAIRRO DO IARA,-46.70293991,-23.21266284,819.829793,SÃO PAULO
ESTÂNCIA SÃO PAULO,-46.70949313,-23.20085315,799.705708,SÃO PAULO
TERRAS DE JARINU,-46.69837439,-23.20349047,820.376783,SÃO PAULO
ESTÂNCIA SÃO MIGUEL,-46.69160993,-23.166439,843.01459,SÃO PAULO
CHÁCARA SANTO ANTÔNIO,-46.6889727,-23.1839775,839.307982,SÃO PAULO
ESTÂNCIA DIORY,-46.65952222,-23.17192279,853.66245,SÃO PAULO
ESTÂNCIA NOSSA SENHORA APARECIDA - ESTÂNCIA SÃO JOÃO,-46.70150156,-23.1580445,812.144235,SÃO PAULO
ESTÂNCIA SANTA LUCIA/WEEKEND - CAMPOS DE JOÃO LUCIO,-46.70588301,-23.144223,796.634054,SÃO PAULO
ESTÂNCIA ALVORADA,-46.69878579,-23.130128,792.773912,SÃO PAULO
ESTÂNCIA BELA VISTA - YPORANGA,-46.68481709,-23.1574245,832.299448,SÃO PAULO
