cidade,long,lat,alt,uf
ALDEIA INDÍGENA CAJUEIRO,-36.83037466,-8.357398109,907.763278,PERNAMBUCO
ALDEIA INDÍGENA CIMBRES,-36.8310567,-8.343368564,891.337801,PERNAMBUCO
ALDEIA INDÍGENA MASCARENHAS,-36.79315354,-8.3355697,923.540805,PERNAMBUCO
ALDEIA INDÍGENA AGUA BRANCA,-36.77552321,-8.359175634,954.104258,PERNAMBUCO
ALDEIA INDÍGENA PAU FERRO,-36.83972766,-8.303177753,831.102589,PERNAMBUCO
ALDEIA INDÍGENA JATOBA,-36.79805128,-8.291151369,761.378381,PERNAMBUCO
ALDEIA INDÍGENA COURO DANTAS,-36.7528596,-8.332435384,995.005363,PERNAMBUCO
ALDEIA INDÍGENA LAGOA,-36.74444589,-8.336836925,980.525903,PERNAMBUCO
ALDEIA INDÍGENA CAETANO,-36.7433171,-8.324960393,997.063579,PERNAMBUCO
ALDEIA INDÍGENA SANTANA,-36.7310304,-8.336616894,847.446809,PERNAMBUCO
ALDEIA INDÍGENA SAO JOSE,-36.71704796,-8.332042626,859.500161,PERNAMBUCO
ALDEIA INDÍGENA PEDRA D'ÁGUA,-36.69606265,-8.331392482,949.372713,PERNAMBUCO
ALDEIA INDÍGENA CAIPE,-36.73317701,-8.314724232,1045.933824,PERNAMBUCO
ALDEIA INDÍGENA CURRAL VELHO,-36.75626207,-8.270372212,784.580833,PERNAMBUCO
ALDEIA INDÍGENA PASSAGEM,-36.74466318,-8.266441732,751.403574,PERNAMBUCO
ALDEIA INDÍGENA GITO,-36.71662184,-8.317557128,973.470855,PERNAMBUCO
ALDEIA INDÍGENA AFETO,-36.71246453,-8.316750863,984.735186,PERNAMBUCO
ALDEIA INDÍGENA BREJINHO,-36.71340888,-8.30654741,973.398808,PERNAMBUCO
ALDEIA INDÍGENA PENDURADO,-36.7106355,-8.29673267,979.076861,PERNAMBUCO
ALDEIA INDÍGENA CALDEIRÃO,-36.71984078,-8.280511156,763.091357,PERNAMBUCO
ALDEIA INDÍGENA CANA BRAVA,-36.68143233,-8.305414185,923.178155,PERNAMBUCO
ALDEIA PÉ DE SERRA DO OITI OU PÉ DE SERRA DE SÃO SEBASTIÃO,-36.6857136,-8.288953739,772.832921,PERNAMBUCO
ALDEIA INDÍGENA PÉ DE SERRA DE CANA BRAVA,-36.6768076,-8.287783269,730.438549,PERNAMBUCO
ALDEIA INDÍGENA PÉ DE SERRA DO NOGUEIRA,-36.6845347,-8.281803285,759.177568,PERNAMBUCO
ALDEIA INDÍGENA CAPIM DE PLANTA,-36.6570024,-8.283539644,701.763918,PERNAMBUCO
MANGUEIRA,-40.32622494,-7.707938432,527.729937,PERNAMBUCO
LAGOA NOVA,-39.70739424,-7.805123956,493.444633,PERNAMBUCO
RANCHARIA,-39.74252837,-7.676658259,483.980926,PERNAMBUCO
MATO GROSSO,-39.573219,-7.862666237,419.771661,PERNAMBUCO
SEM DENOMINAÇÃO,-36.43360724,-8.34582879,641.99504,PERNAMBUCO
INSSURREIÇÃO,-35.69326338,-8.22838262,493.355755,PERNAMBUCO
PONTA DO SERRAMBI,-35.01245353,-8.5505335,10.268699,PERNAMBUCO
PORTO DE GALINHAS,-35.00705623,-8.506299,7.523612,PERNAMBUCO
PLACAS,-36.10091005,-7.889991728,500.739965,PERNAMBUCO
CAPELA NOVA,-35.99212755,-7.980368773,319.230956,PERNAMBUCO
SERRA SECA,-36.00731975,-7.938064986,472.697972,PERNAMBUCO
SÃO JOÃO DO FERRAZ,-36.02363224,-7.823590139,453.361153,PERNAMBUCO
CHÃ DO JUNCO,-35.94598024,-7.871366754,441.048348,PERNAMBUCO
LIVRAMENTO,-35.91981839,-7.878710059,441.80687,PERNAMBUCO
SERRA DE UMARI,-35.78188206,-8.038386048,455.164964,PERNAMBUCO
QUEIMADAS E ÁGUA BRANCA,-35.7504572,-8.043810263,389.649075,PERNAMBUCO
POÇOS,-35.67507414,-8.095806237,332.843046,PERNAMBUCO
AGUA DOCE DE CIMA,-35.70401401,-8.053928759,322.2537,PERNAMBUCO
MALHADINHA,-35.69560146,-7.958968821,240.439648,PERNAMBUCO
SERRA DA CACHOEIRA,-35.95571454,-7.798069055,489.650778,PERNAMBUCO
MASSARANDUBA,-35.20314565,-8.166019326,289.846453,PERNAMBUCO
FOZ DO IGUAÇU,-54.58710249,-25.54249328,161.684267,PARANÁ
SANTA TEREZINHA DE ITAIPU,-54.39951873,-25.44216051,283.01521,PARANÁ
ITAIPULÂNDIA,-54.30500074,-25.13848065,263.175899,PARANÁ
SANTA HELENA,-54.33645315,-24.85709583,264.154392,PARANÁ
BARRACÃO,-53.63500027,-26.25260284,820.369803,PARANÁ
SANTO ANTÔNIO DO SUDOESTE,-53.72308343,-26.07497548,532.424763,PARANÁ
PRANCHITA,-53.74262264,-26.01566429,541.419937,PARANÁ
PÉROLA D'OESTE,-53.74010847,-25.82826568,412.874252,PARANÁ
BELA VISTA DA CAROBA,-53.66604263,-25.87949332,543.333871,PARANÁ
SÃO MIGUEL DO IGUAÇU,-54.24212055,-25.34889427,285.257924,PARANÁ
MEDIANEIRA,-54.09178213,-25.2924975,394.970883,PARANÁ
SERRANÓPOLIS DO IGUAÇU,-54.05837658,-25.37988418,314.966339,PARANÁ
MATELÂNDIA,-53.97438734,-25.23792101,548.531428,PARANÁ
PLANALTO,-53.77085743,-25.7121015,379.666388,PARANÁ
CAPANEMA,-53.8001787,-25.68297742,387.125094,PARANÁ
CAPITÃO LEÔNIDAS MARQUES,-53.61721101,-25.47946848,337.892509,PARANÁ
BOM JESUS DO SUL,-53.59959997,-26.19287497,559.487727,PARANÁ
FLOR DA SERRA DO SUL,-53.30859768,-26.25529885,883.904181,PARANÁ
SALGADO FILHO,-53.36211542,-26.17046052,510.571653,PARANÁ
MANFRINÓPOLIS,-53.31258296,-26.14377687,534.865034,PARANÁ
PINHAL DE SÃO BENTO,-53.48309044,-26.03272855,500.782989,PARANÁ
AMPÉRE,-53.47325674,-25.91706846,527.461213,PARANÁ
MARMELEIRO,-53.02618398,-26.14869719,659.595526,PARANÁ
RENASCENÇA,-52.97216201,-26.15622093,707.969219,PARANÁ
NOVA ESPERANÇA DO SUDOESTE,-53.26420732,-25.89877921,556.19003,PARANÁ
ENÉAS MARQUES,-53.16618527,-25.94075598,622.394365,PARANÁ
FRANCISCO BELTRÃO,-53.05613572,-26.07845,554.012589,PARANÁ
REALEZA,-53.53257436,-25.76257995,445.937107,PARANÁ
SANTA IZABEL DO OESTE,-53.48361754,-25.81438122,483.216729,PARANÁ
SALTO DO LONTRA,-53.3149351,-25.77676524,465.85204,PARANÁ
NOVA PRATA DO IGUAÇU,-53.34795725,-25.63187709,490.156304,PARANÁ
SANTA LÚCIA,-53.57114367,-25.41131992,421.306119,PARANÁ
LINDOESTE,-53.57712594,-25.25598513,597.601794,PARANÁ
BOA VISTA DA APARECIDA,-53.41173649,-25.43040494,476.92007,PARANÁ
BOA ESPERANÇA DO IGUAÇU,-53.21716007,-25.63587316,421.462611,PARANÁ
CRUZEIRO DO IGUAÇU,-53.12682266,-25.61656927,462.356389,PARANÁ
DOIS VIZINHOS,-53.05483599,-25.74601002,496.667412,PARANÁ
TRÊS BARRAS DO PARANÁ,-53.1874988,-25.41940832,534.482583,PARANÁ
MISSAL,-54.24317533,-25.09115967,309.79579,PARANÁ
DIAMANTE D'OESTE,-54.10362643,-24.94216185,505.839796,PARANÁ
RAMILÂNDIA,-54.02723703,-25.11898652,586.140156,PARANÁ
ENTRE RIOS DO OESTE,-54.24489367,-24.70814217,260.672493,PARANÁ
PATO BRAGADO,-54.23139574,-24.62564401,270.968732,PARANÁ
SÃO JOSÉ DAS PALMEIRAS,-54.05991828,-24.83408187,523.100106,PARANÁ
CÉU AZUL,-53.85726938,-25.14976121,624.595387,PARANÁ
VERA CRUZ DO OESTE,-53.88003007,-25.06317019,641.274767,PARANÁ
SÃO PEDRO DO IGUAÇU,-53.85986168,-24.93093092,540.941653,PARANÁ
SANTA TEREZA DO OESTE,-53.62723573,-25.0587219,740.607765,PARANÁ
OURO VERDE DO OESTE,-53.89953808,-24.77079429,505.457523,PARANÁ
TOLEDO,-53.74141149,-24.732077,564.64577,PARANÁ
MERCEDES,-54.16443572,-24.44888976,416.862857,PARANÁ
MARECHAL CÂNDIDO RONDON,-54.06000782,-24.55925449,430.00402,PARANÁ
QUATRO PONTES,-53.97269913,-24.57320858,439.323465,PARANÁ
NOVA SANTA ROSA,-53.95511608,-24.46476453,393.195605,PARANÁ
TERRA ROXA,-54.09851364,-24.16748353,376.503117,PARANÁ
GUAÍRA,-54.24675772,-24.08527548,258.977932,PARANÁ
MARIPÁ,-53.83347778,-24.41720884,406.180258,PARANÁ
PALOTINA,-53.83877172,-24.27940948,337.15339,PARANÁ
FRANCISCO ALVES,-53.84401597,-24.0675754,345.276715,PARANÁ
IPORÃ,-53.71809917,-24.0025805,352.868988,PARANÁ
CASCAVEL,-53.45972218,-24.9537975,769.52822,PARANÁ
CORBÉLIA,-53.29652778,-24.79964952,700.236539,PARANÁ
CAFELÂNDIA,-53.32491648,-24.61566698,549.023054,PARANÁ
CATANDUVAS,-53.15370637,-25.19649325,706.56337,PARANÁ
IBEMA,-53.02312169,-25.11286707,859.314988,PARANÁ
CAMPO BONITO,-52.9968696,-25.03963448,701.214794,PARANÁ
ANAHY,-53.13331983,-24.64758246,485.180004,PARANÁ
BRAGANEY,-53.12107366,-24.81489463,651.783245,PARANÁ
IGUATU,-53.08600508,-24.71126184,519.215623,PARANÁ
TUPÃSSI,-53.51449531,-24.57981341,543.115676,PARANÁ
ASSIS CHATEAUBRIAND,-53.52123693,-24.40853008,409.472436,PARANÁ
JESUÍTAS,-53.38811488,-24.37724891,470.134658,PARANÁ
IRACEMA DO OESTE,-53.35811056,-24.42903041,498.673795,PARANÁ
BRASILÂNDIA DO SUL,-53.52404181,-24.19384628,352.681097,PARANÁ
FORMOSA DO OESTE,-53.31616101,-24.29419721,397.114107,PARANÁ
ALTO PIQUIRI,-53.44124908,-24.01901256,412.779217,PARANÁ
NOVA AURORA,-53.25752554,-24.52848533,526.486634,PARANÁ
UBIRATÃ,-52.99450602,-24.54103488,517.019885,PARANÁ
MARILUZ,-53.15152582,-24.00373263,422.499505,PARANÁ
QUARTO CENTENÁRIO,-53.07528858,-24.27902092,496.303988,PARANÁ
GOIOERÊ,-53.02731891,-24.18918839,493.880009,PARANÁ
MOREIRA SALES,-53.01344657,-24.04475824,467.66096,PARANÁ
ALTÔNIA,-53.89197386,-23.87088141,373.689031,PARANÁ
SÃO JORGE DO PATROCÍNIO,-53.88333056,-23.75824796,348.692373,PARANÁ
ESPERANÇA NOVA,-53.81049504,-23.72465476,391.224616,PARANÁ
PÉROLA,-53.67325213,-23.79747877,430.975427,PARANÁ
ALTO PARAÍSO,-53.73289315,-23.50813074,392.883794,PARANÁ
ICARAÍMA,-53.62557016,-23.39671143,363.813465,PARANÁ
CAFEZAL DO SUL,-53.51106485,-23.90470447,393.76826,PARANÁ
XAMBRÊ,-53.48694069,-23.7383944,389.415368,PARANÁ
PEROBAL,-53.4115002,-23.89456174,415.662654,PARANÁ
UMUARAMA,-53.3084598,-23.76395,427.048453,PARANÁ
IVATÉ,-53.37387941,-23.40958887,399.656544,PARANÁ
CRUZEIRO DO OESTE,-53.08182161,-23.77690486,461.701275,PARANÁ
MARIA HELENA,-53.20481927,-23.61760966,365.39649,PARANÁ
NOVA OLÍMPIA,-53.09123295,-23.47110098,425.239649,PARANÁ
QUERÊNCIA DO NORTE,-53.48704071,-23.08652858,321.470541,PARANÁ
DOURADINA,-53.29644866,-23.38190722,404.891309,PARANÁ
SANTA CRUZ DE MONTE CASTELO,-53.29730642,-22.95858161,389.283742,PARANÁ
TAPIRA,-53.07532531,-23.31710886,382.476042,PARANÁ
SANTA MÔNICA,-53.11127287,-23.10542394,359.916733,PARANÁ
SANTA ISABEL DO IVAÍ,-53.19594751,-23.00108881,396.381126,PARANÁ
SÃO PEDRO DO PARANÁ,-53.22293714,-22.82512945,296.100092,PARANÁ
LOANDA,-53.13446896,-22.93022862,488.438669,PARANÁ
PORTO RICO,-53.26796811,-22.77835156,273.763951,PARANÁ
MARILENA,-53.03718588,-22.73182524,383.225614,PARANÁ
NOVA LONDRINA,-52.98631263,-22.7638686,344.864466,PARANÁ
PALMAS,-51.98877389,-26.48147251,1080.067956,PARANÁ
VITORINO,-52.77708145,-26.26434429,686.781718,PARANÁ
PATO BRANCO,-52.677362,-26.22995851,781.552383,PARANÁ
BOM SUCESSO DO SUL,-52.83197627,-26.07453714,555.25751,PARANÁ
VERÊ,-52.90859308,-25.8806316,486.70444,PARANÁ
ITAPEJARA D'OESTE,-52.8139296,-25.97087805,531.920507,PARANÁ
SÃO JOÃO,-52.72947322,-25.82466294,667.617974,PARANÁ
MARIÓPOLIS,-52.557748,-26.35584274,848.571286,PARANÁ
CLEVELÂNDIA,-52.3529862,-26.40520529,959.841701,PARANÁ
HONÓRIO SERPA,-52.38302906,-26.14296621,802.32302,PARANÁ
CORONEL VIVIDA,-52.56708664,-25.9781535,731.63428,PARANÁ
CHOPINZINHO,-52.53396021,-25.85468385,698.812112,PARANÁ
SÃO JORGE D'OESTE,-52.92010317,-25.7149481,482.568315,PARANÁ
SULINA,-52.71659652,-25.69963224,452.336091,PARANÁ
QUEDAS DO IGUAÇU,-52.9098324,-25.45678085,561.753433,PARANÁ
ESPIGÃO ALTO DO IGUAÇU,-52.8382135,-25.42667006,586.984207,PARANÁ
SAUDADE DO IGUAÇU,-52.61433937,-25.69366116,627.535455,PARANÁ
PORTO BARREIRO,-52.40478676,-25.54518564,747.602206,PARANÁ
RIO BONITO DO IGUAÇU,-52.52688978,-25.48690881,690.459386,PARANÁ
NOVA LARANJEIRAS,-52.53937045,-25.30674592,706.777829,PARANÁ
LARANJEIRAS DO SUL,-52.40884742,-25.40168151,839.747342,PARANÁ
CORONEL DOMINGOS SOARES,-52.03453868,-26.22654777,1071.864633,PARANÁ
MANGUEIRINHA,-52.17632583,-25.94298134,883.047123,PARANÁ
RESERVA DO IGUAÇU,-52.02876246,-25.83095804,951.311372,PARANÁ
FOZ DO JORDÃO,-52.12562753,-25.73343962,779.701348,PARANÁ
CANDÓI,-52.0554464,-25.56793185,925.448368,PARANÁ
VIRMOND,-52.2025433,-25.37876598,715.364221,PARANÁ
CANTAGALO,-52.12668763,-25.37431739,837.344691,PARANÁ
GUARANIAÇU,-52.86963244,-25.09864992,905.906273,PARANÁ
DIAMANTE DO SUL,-52.68819076,-25.03519193,607.421299,PARANÁ
ALTAMIRA DO PARANÁ,-52.70980745,-24.80100016,589.323763,PARANÁ
NOVA CANTU,-52.57099216,-24.67077884,473.99349,PARANÁ
LARANJAL,-52.47166618,-24.88830158,711.228644,PARANÁ
CAMPINA DA LAGOA,-52.81356415,-24.59495658,581.6242,PARANÁ
RANCHO ALEGRE D'OESTE,-52.95112584,-24.30901001,547.624262,PARANÁ
JURANDA,-52.8444865,-24.41639065,517.232604,PARANÁ
BOA ESPERANÇA,-52.79277746,-24.23949316,522.567629,PARANÁ
JANIÓPOLIS,-52.78255178,-24.14144994,515.69487,PARANÁ
MAMBORÊ,-52.52909416,-24.32181308,765.438492,PARANÁ
FAROL,-52.62621518,-24.09909462,602.120186,PARANÁ
CAMPO MOURÃO,-52.38111509,-24.0412232,597.698781,PARANÁ
MARQUINHO,-52.25698295,-25.11221236,838.020464,PARANÁ
GOIOXIM,-52.00558797,-25.20154031,889.313673,PARANÁ
PALMITAL,-52.21299723,-24.88224368,848.115898,PARANÁ
MATO RICO,-52.14625858,-24.70731719,770.683829,PARANÁ
SANTA MARIA DO OESTE,-51.8677098,-24.934184,932.018424,PARANÁ
CAMPINA DO SIMÃO,-51.81478653,-25.10257847,1015.133311,PARANÁ
PITANGA,-51.76315401,-24.75274775,884.210655,PARANÁ
RONCADOR,-52.27605255,-24.59510719,730.825928,PARANÁ
IRETAMA,-52.10157662,-24.42114156,565.884292,PARANÁ
LUIZIANA,-52.28190562,-24.28008141,738.02827,PARANÁ
CORUMBATAÍ DO SUL,-52.1241853,-24.09741238,530.057246,PARANÁ
BARBOSA FERRAZ,-52.00711669,-24.02771546,352.727111,PARANÁ
NOVA TEBAS,-51.95039611,-24.43832521,626.645138,PARANÁ
ARAPUÃ,-51.79131756,-24.30870239,706.613368,PARANÁ
GODOY MOREIRA,-51.92436822,-24.19285945,512.345526,PARANÁ
JARDIM ALEGRE,-51.69433501,-24.18113744,665.58511,PARANÁ
LUNARDELLI,-51.74454839,-24.07804636,576.186512,PARANÁ
BITURUNA,-51.55652526,-26.16079448,911.618234,PARANÁ
GENERAL CARNEIRO,-51.31685892,-26.42580253,912.065975,PARANÁ
PORTO VITÓRIA,-51.23669474,-26.1634752,782.583749,PARANÁ
UNIÃO DA VITÓRIA,-51.09060952,-26.2284345,755.196771,PARANÁ
CRUZ MACHADO,-51.34770952,-26.01726888,820.911748,PARANÁ
PINHÃO,-51.64827019,-25.69629501,1051.334841,PARANÁ
GUARAPUAVA,-51.46343108,-25.39359198,1110.34937,PARANÁ
INÁCIO MARTINS,-51.0749453,-25.57216269,1238.241201,PARANÁ
PAULA FREITAS,-50.93473634,-26.22010216,757.426138,PARANÁ
PAULO FRONTIN,-50.83319645,-26.04560758,790.45135,PARANÁ
MALLET,-50.82756862,-25.87378808,883.408433,PARANÁ
RIO AZUL,-50.78717298,-25.71611318,856.947103,PARANÁ
PRUDENTÓPOLIS,-50.98357509,-25.2160205,782.701735,PARANÁ
REBOUÇAS,-50.68125443,-25.62639276,789.833842,PARANÁ
IRATI,-50.65804812,-25.4737363,824.843015,PARANÁ
IMBITUVA,-50.59747297,-25.23061304,857.737853,PARANÁ
FERNANDES PINHEIRO,-50.54741425,-25.4122423,824.940918,PARANÁ
TEIXEIRA SOARES,-50.46564698,-25.38004921,886.44446,PARANÁ
TURVO,-51.53276433,-25.0401268,1046.691441,PARANÁ
BOA VENTURA DE SÃO ROQUE,-51.53937384,-24.87851759,894.07399,PARANÁ
MANOEL RIBAS,-51.6690786,-24.52173088,908.354475,PARANÁ
ARIRANHA DO IVAÍ,-51.58791784,-24.38328874,751.524869,PARANÁ
IVAIPORÃ,-51.67455205,-24.24194802,645.32563,PARANÁ
LIDIANÓPOLIS,-51.65415062,-24.10676641,574.009702,PARANÁ
GRANDES RIOS,-51.5087424,-24.14619401,610.178379,PARANÁ
CÂNDIDO DE ABREU,-51.33258051,-24.56466912,515.368087,PARANÁ
RIO BRANCO DO IVAÍ,-51.31206559,-24.3202776,641.455411,PARANÁ
ROSÁRIO DO IVAÍ,-51.24994483,-24.25355256,565.021443,PARANÁ
FAXINAL,-51.32010593,-24.00392707,828.193156,PARANÁ
GUAMIRANGA,-50.8098759,-25.18990945,805.186781,PARANÁ
IVAÍ,-50.8614257,-25.00826258,761.083453,PARANÁ
RESERVA,-50.85059581,-24.651648,933.538404,PARANÁ
IPIRANGA,-50.58124013,-25.01302283,787.134215,PARANÁ
IMBAÚ,-50.74930899,-24.44279708,897.292158,PARANÁ
ORTIGUEIRA,-50.92692954,-24.21201067,782.70465,PARANÁ
TELÊMACO BORBA,-50.62312272,-24.32868597,763.973309,PARANÁ
TIBAGI,-50.41147012,-24.51328807,728.210156,PARANÁ
CURIÚVA,-50.45940552,-24.03582559,755.097706,PARANÁ
SÃO MATEUS DO SUL,-50.39062425,-25.8695995,764.601139,PARANÁ
ANTÔNIO OLINTO,-50.19794724,-25.98670578,814.280578,PARANÁ
RIO NEGRO,-49.79768538,-26.10040797,816.818834,PARANÁ
SÃO JOÃO DO TRIUNFO,-50.30806406,-25.69187506,851.987646,PARANÁ
PORTO AMAZONAS,-49.88972087,-25.54157271,820.044233,PARANÁ
PALMEIRA,-50.00324682,-25.4185679,867.109675,PARANÁ
CAMPO DO TENENTE,-49.69037694,-25.98100566,815.356008,PARANÁ
QUITANDINHA,-49.49668299,-25.86830835,841.87797,PARANÁ
PIÊN,-49.42824374,-26.09695638,832.352219,PARANÁ
AGUDOS DO SUL,-49.33870188,-25.99061809,869.334606,PARANÁ
TIJUCAS DO SUL,-49.18224394,-25.92018048,902.373456,PARANÁ
LAPA,-49.71859581,-25.76510248,920.608718,PARANÁ
BALSA NOVA,-49.63175599,-25.57849781,867.114662,PARANÁ
CONTENDA,-49.53161187,-25.68076631,891.43153,PARANÁ
CAMPO LARGO,-49.52884145,-25.4594905,964.214755,PARANÁ
MANDIRITUBA,-49.3227826,-25.75962061,897.577256,PARANÁ
ARAUCÁRIA,-49.4019397,-25.591645,903.276291,PARANÁ
FAZENDA RIO GRANDE,-49.32329319,-25.64140022,887.264715,PARANÁ
SÃO JOSÉ DOS PINHAIS,-49.20008247,-25.537702,907.266426,PARANÁ
CAMPO MAGRO,-49.42766497,-25.3679565,957.507954,PARANÁ
ALMIRANTE TAMANDARÉ,-49.30031982,-25.3133776,956.942571,PARANÁ
CURITIBA,-49.27184789,-25.432956,910.893913,PARANÁ
PINHAIS,-49.19919742,-25.44219789,880.640698,PARANÁ
COLOMBO,-49.22743798,-25.29434029,1015.904081,PARANÁ
PONTA GROSSA,-50.16144206,-25.092547,955.176664,PARANÁ
CARAMBEÍ,-50.11309151,-24.95087298,1054.014466,PARANÁ
CASTRO,-50.00281113,-24.7954175,978.941694,PARANÁ
VENTANIA,-50.24761722,-24.24416586,1006.990939,PARANÁ
PIRAÍ DO SUL,-49.94133099,-24.5323575,1022.373863,PARANÁ
ARAPOTI,-49.8248285,-24.14656916,875.698409,PARANÁ
ITAPERUÇU,-49.34286434,-25.21446952,987.738873,PARANÁ
RIO BRANCO DO SUL,-49.31671388,-25.19016535,915.291219,PARANÁ
CERRO AZUL,-49.26031683,-24.8189473,324.221399,PARANÁ
JAGUARIAÍVA,-49.7121863,-24.2530565,839.365602,PARANÁ
SENGÉS,-49.47301929,-24.11681022,612.04551,PARANÁ
DOUTOR ULYSSES,-49.4197718,-24.56783645,816.70414,PARANÁ
GUARATUBA,-48.57572596,-25.87424197,7.101955,PARANÁ
PIRAQUARA,-49.06530561,-25.44655036,910.507483,PARANÁ
QUATRO BARRAS,-49.08518883,-25.37374485,892.503393,PARANÁ
CAMPINA GRANDE DO SUL,-49.05346587,-25.3032475,880.451991,PARANÁ
MORRETES,-48.8315392,-25.47848168,11.872643,PARANÁ
MATINHOS,-48.53377119,-25.8164097,7.146262,PARANÁ
ANTONINA,-48.71290006,-25.43016613,9.976385,PARANÁ
PARANAGUÁ,-48.52473284,-25.5068415,7.012459,PARANÁ
PONTAL DO PARANÁ,-48.44832703,-25.59415101,17.936704,PARANÁ
GUARAQUEÇABA,-48.32604893,-25.30043747,2,PARANÁ
BOCAIÚVA DO SUL,-49.10578748,-25.21490158,958.198719,PARANÁ
TUNAS DO PARANÁ,-49.0860588,-24.97238119,832.109923,PARANÁ
ADRIANÓPOLIS,-48.99175454,-24.6616897,180.705908,PARANÁ
TUNEIRAS DO OESTE,-52.87456785,-23.86403063,509.573958,PARANÁ
TAPEJARA,-52.86411318,-23.73247919,505.927028,PARANÁ
RONDON,-52.76249231,-23.41265998,405.016776,PARANÁ
INDIANÓPOLIS,-52.70105691,-23.4797105,468.342435,PARANÁ
SÃO MANOEL DO PARANÁ,-52.64701956,-23.39613026,410.712867,PARANÁ
ARARUNA,-52.4996181,-23.92820095,607.045894,PARANÁ
PEABIRU,-52.34789615,-23.91412643,532.356289,PARANÁ
TERRA BOA,-52.46214216,-23.76683327,542.174517,PARANÁ
CIANORTE,-52.60915089,-23.65381315,544.613472,PARANÁ
SÃO TOMÉ,-52.59248367,-23.53551136,451.357702,PARANÁ
JAPURÁ,-52.55662767,-23.46858777,457.081278,PARANÁ
JUSSARA,-52.4730408,-23.61632671,382.535223,PARANÁ
CIDADE GAÚCHA,-52.94052515,-23.37419739,378.085512,PARANÁ
GUAPOREMA,-52.77824378,-23.34298434,345.055345,PARANÁ
MIRADOR,-52.77693493,-23.25740754,307.033822,PARANÁ
AMAPORÃ,-52.78678735,-23.09737029,407.855034,PARANÁ
PLANALTINA DO PARANÁ,-52.9178407,-23.01881019,443.582624,PARANÁ
GUAIRAÇÁ,-52.69103962,-22.93824395,468.772993,PARANÁ
PARAÍSO DO NORTE,-52.60354314,-23.28716117,356.161623,PARANÁ
NOVA ALIANÇA DO IVAÍ,-52.60192273,-23.17745553,399.336168,PARANÁ
TAMBOARA,-52.50062929,-23.20182065,466.940195,PARANÁ
SÃO CARLOS DO IVAÍ,-52.47711459,-23.30884745,383.346459,PARANÁ
PARANAVAÍ,-52.46240167,-23.08187947,467.54666,PARANÁ
SÃO JOÃO DO CAIUÁ,-52.33975104,-22.85440433,453.877767,PARANÁ
ENGENHEIRO BELTRÃO,-52.26003515,-23.80114407,485.753992,PARANÁ
QUINTA DO SOL,-52.13512876,-23.84388843,372.438423,PARANÁ
IVATUBA,-52.21766928,-23.61827441,345.26596,PARANÁ
DOUTOR CAMARGO,-52.2227215,-23.55590133,382.879939,PARANÁ
SÃO JORGE DO IVAÍ,-52.29434196,-23.43545786,433.34707,PARANÁ
OURIZONA,-52.19503873,-23.40456822,539.611255,PARANÁ
FLORESTA,-52.08308485,-23.61026714,368.022651,PARANÁ
PAIÇANDU,-52.05241183,-23.45769876,480.484884,PARANÁ
FÊNIX,-51.98446449,-23.92069471,362.451013,PARANÁ
SÃO PEDRO DO IVAÍ,-51.85696276,-23.86781344,402.81407,PARANÁ
SÃO JOÃO DO IVAÍ,-51.82027921,-23.99308948,473.783416,PARANÁ
BOM SUCESSO,-51.76446544,-23.70743702,563.187974,PARANÁ
ITAMBÉ,-51.99000431,-23.66009858,414.538251,PARANÁ
MARINGÁ,-51.93988187,-23.42228,560.092769,PARANÁ
SARANDI,-51.87368204,-23.44317201,585.531075,PARANÁ
MARIALVA,-51.79805691,-23.48475853,627.223324,PARANÁ
FLORAÍ,-52.30298437,-23.31984566,502.574648,PARANÁ
ALTO PARANÁ,-52.32168244,-23.12712083,522.861218,PARANÁ
NOVA ESPERANÇA,-52.20486636,-23.18425139,570.781349,PARANÁ
MANDAGUAÇU,-52.09425306,-23.34278914,568.599864,PARANÁ
PRESIDENTE CASTELO BRANCO,-52.15772625,-23.2815496,560.094392,PARANÁ
UNIFLOR,-52.16001082,-23.08604866,527.444549,PARANÁ
ATALAIA,-52.05570114,-23.15158709,519.015115,PARANÁ
CRUZEIRO DO SUL,-52.16397767,-22.96517542,454.266948,PARANÁ
PARANACITY,-52.15598873,-22.92681005,431.593688,PARANÁ
FLÓRIDA,-51.95582809,-23.08780191,463.735416,PARANÁ
ÂNGULO,-51.91736468,-23.19290386,438.096309,PARANÁ
IGUARAÇU,-51.8247742,-23.19478061,556.47044,PARANÁ
MUNHOZ DE MELO,-51.77575791,-23.1456928,559.855902,PARANÁ
LOBATO,-51.95374921,-23.00415808,449.446348,PARANÁ
COLORADO,-51.97441621,-22.83789753,446.034537,PARANÁ
SANTA FÉ,-51.80630205,-23.03611476,472.753976,PARANÁ
NOSSA SENHORA DAS GRAÇAS,-51.79514752,-22.91056251,463.405112,PARANÁ
CAFEARA,-51.71500551,-22.78823524,444.10925,PARANÁ
ITAÚNA DO SUL,-52.88502481,-22.72687693,446.813231,PARANÁ
DIAMANTE DO NORTE,-52.86411124,-22.65720615,344.974742,PARANÁ
TERRA RICA,-52.62467057,-22.72436497,430.33216,PARANÁ
SANTO ANTÔNIO DO CAIUÁ,-52.34465784,-22.73397477,377.813262,PARANÁ
INAJÁ,-52.20234375,-22.74911612,402.547829,PARANÁ
PARANAPOEMA,-52.08072372,-22.65562157,407.427368,PARANÁ
JARDIM OLINDA,-52.03814096,-22.5526316,295.2429,PARANÁ
